标题,播放次数,评论人数,时长,收藏人数,发布时间,视频截图,视频播放地址
中国交通事故合集20170325：每天10分钟最新的国内车祸实例，助你提高安全意识。,109648,1664,12:40,626,2017-03-26 13:03:09,//i2.hdslb.com/bfs/archive/afcff3ac8a343a8e6c5dfc9ab632901c752ea2b4.jpg,https://www.bilibili.com/video/av9403528
中国交通事故合集20170324：每天10分钟最新的国内车祸实例，助你提高安全意识。,71999,490,11:23,116,2017-03-25 12:06:43,//i1.hdslb.com/bfs/archive/15df79b99f364229202e061bc01251a46bf47ac7.jpg,https://www.bilibili.com/video/av9376123
中国交通事故合集20170323：每天10分钟最新的国内车祸实例，助你提高安全意识。,75404,455,11:08,135,2017-03-24 11:24:36,//i2.hdslb.com/bfs/archive/950131f7bb980ce00a8f244a9d9a24de1215893e.jpg,https://www.bilibili.com/video/av9353700
中国交通事故合集20170322：每天10分钟最新的国内车祸实例，助你提高安全意识。,75018,503,11:44,114,2017-03-23 11:44:40,//i2.hdslb.com/bfs/archive/007b44a87312f73c18f6fe3bd40abca474dae5e3.jpg,https://www.bilibili.com/video/av9335630
中国交通事故合集20170321：每天10分钟最新的国内事故实例，助你提高安全意识。,70268,513,11:47,73,2017-03-22 11:24:49,//i1.hdslb.com/bfs/archive/3eb89844cadbcf9d5279a42efb73b72009de94d1.jpg,https://www.bilibili.com/video/av9317297
中国交通事故合集20170320：每天10分钟最新的国内事故实例，助你提高安全意识。,75097,245,10:48,102,2017-03-21 12:04:05,//i0.hdslb.com/bfs/archive/71fa3d684e0cca871b8bfd2eeeb0f54481b58d7d.jpg,https://www.bilibili.com/video/av9298793
中国交通事故合集20170319：每天10分钟最新的国内事故实例，助你提高安全意识。,69405,486,10:51,105,2017-03-20 11:40:52,//i0.hdslb.com/bfs/archive/78bf7194c90dfa94ea7f06941bcea99e38772fb8.jpg,https://www.bilibili.com/video/av9279920
中国交通事故合集20170318：每天10分钟最新的国内事故实例，助你提高安全意识。,70950,357,11:39,95,2017-03-19 11:52:51,//i1.hdslb.com/bfs/archive/6dd72d12d29ed1df0f2127ab1900001f0108ab40.jpg,https://www.bilibili.com/video/av9256960
中国交通事故合集20170317：每天10分钟最新的国内事故实例，助你提高安全意识。,76411,686,12:54,145,2017-03-18 12:34:56,//i2.hdslb.com/bfs/archive/985014668e0c29b2f453d07fb393ca205362653d.jpg,https://www.bilibili.com/video/av9232637
中国交通事故合集20171008：每天10分钟最新国内车祸实例，助你提高安全意识。,68269,458,11:03,79,2017-10-09 12:26:51,//i1.hdslb.com/bfs/archive/3ce92f8d65a29a67483c8d81b10130fb66f01fd2.jpg,https://www.bilibili.com/video/av15235696
中国交通事故合集20171006：每天10分钟最新的国内车祸实例，助你提高安全意识。,96048,801,11:59,330,2017-10-07 13:29:23,//i2.hdslb.com/bfs/archive/e6c8e86ce758b75a07ec13dd1009a86cb98530d5.jpg,https://www.bilibili.com/video/av15165606
中国交通事故合集20171004：每天10分钟最新的国内车祸实例，助你提高安全意识。,90227,440,10:20,124,2017-10-05 15:05:36,//i0.hdslb.com/bfs/archive/21c5350b494c51e1b4e9d2efcc3941764b88c30b.jpg,https://www.bilibili.com/video/av15095912
中国交通事故合集20171003：每天10分钟最新的国内车祸实例，助你提高安全意识。,78328,382,10:55,92,2017-10-04 11:51:51,//i0.hdslb.com/bfs/archive/76b08ddb8b071307ec58b0183e199fc776116090.jpg,https://www.bilibili.com/video/av15057860
中国交通事故合集20171002：每天10分钟最新的国内车祸实例，助你提高安全意识。,84071,519,10:31,89,2017-10-03 12:41:42,//i2.hdslb.com/bfs/archive/89cd6e693ab23ed18e73e5130ecc4493523bed1e.jpg,https://www.bilibili.com/video/av15020661
中国交通事故合集20171001：每天10分钟最新的国内车祸实例，助你提高安全意识。,82869,477,10:43,92,2017-10-02 12:13:42,//i1.hdslb.com/bfs/archive/f6626d858ac39e613f8dd3223307e420dc75ef3c.jpg,https://www.bilibili.com/video/av14985528
中国交通事故合集20170930：每天10分钟最新的国内车祸实例，助你提高安全意识。,73695,453,11:12,120,2017-10-01 12:35:15,//i0.hdslb.com/bfs/archive/2ecee3a0f89c29ab87e6fcf025d21cb6b36fe176.jpg,https://www.bilibili.com/video/av14950120
中国交通事故合集20170929：每天10分钟最新的国内车祸实例，助你提高安全意识。,72250,476,10:35,217,2017-09-30 12:25:00,//i1.hdslb.com/bfs/archive/01db42988704e26b8088caf2d2ddbb1acd2ad430.jpg,https://www.bilibili.com/video/av14916919
中国交通事故合集20170928：每天10分钟最新的国内车祸实例，助你提高安全意识。,65602,526,10:51,92,2017-09-29 11:50:04,//i0.hdslb.com/bfs/archive/332375014c7be44e6d2a7fd17d40ca06d6dd0e60.jpg,https://www.bilibili.com/video/av14889138
中国交通事故合集20170927：每天10分钟最新的国内车祸实例，助你提高安全意识。,67673,387,10:26,104,2017-09-28 11:57:30,//i2.hdslb.com/bfs/archive/b051a7e63917c4bd9d9798f62144e6ab0637e111.jpg,https://www.bilibili.com/video/av14862197
中国交通事故合集20170926：每天10分钟最新的国内车祸实例，助你提高安全意识。,63414,432,11:45,88,2017-09-27 12:18:23,//i1.hdslb.com/bfs/archive/d966b0f9e3b808820c239fd4f2f1985f06868cb3.jpg,https://www.bilibili.com/video/av14835611
中国交通事故合集20170925：每天10分钟最新的国内车祸实例，助你提高安全意识。,66266,379,10:04,125,2017-09-26 14:44:43,//i0.hdslb.com/bfs/archive/e719e76cf7eed23f4c2a5da196af7e7386ba4b6b.jpg,https://www.bilibili.com/video/av14808641
中国交通事故合集20170924：每天10分钟最新的国内车祸实例，助你提高安全意识。,526136,1297,10:43,1025,2017-09-25 11:57:33,//i1.hdslb.com/bfs/archive/ae29242fa678277b4126c177170ec936f45b393c.jpg,https://www.bilibili.com/video/av14781710
中国交通事故合集20170923：每天10分钟最新的国内车祸实例，助你提高安全意识。,66780,490,10:48,87,2017-09-24 12:46:07,//i0.hdslb.com/bfs/archive/6bfbc14fb70906dafa246e2ffa2f23f5686a7490.jpg,https://www.bilibili.com/video/av14748543
中国交通事故合集20170922：每天10分钟最新的国内车祸实例，助你提高安全意识。,67356,457,10:35,101,2017-09-23 11:54:36,//i0.hdslb.com/bfs/archive/d543c92e6476d1692e56b8d429e112a5ae9334a1.jpg,https://www.bilibili.com/video/av14712341
中国交通事故合集20170921：每天10分钟最新的国内车祸实例，助你提高安全意识。,63865,452,10:52,142,2017-09-22 13:37:06,//i0.hdslb.com/bfs/archive/36038c9c09da8e6a3ba5936badc44e9e9cf2533b.jpg,https://www.bilibili.com/video/av14682446
中国交通事故合集20170920：每天10分钟最新的国内车祸实例，助你提高安全意识。,71603,356,10:39,107,2017-09-21 12:07:55,//i0.hdslb.com/bfs/archive/b72f8ff6a7b48c5f821eb1bf35ad009d7ce8beb1.jpg,https://www.bilibili.com/video/av14653987
中国交通事故合集20170919：每天10分钟最新的国内车祸实例，助你提高安全意识。,68909,427,10:40,101,2017-09-20 11:55:03,//i2.hdslb.com/bfs/archive/46cc664e5e86fbe68ce523a7ed22fcea8df63e79.jpg,https://www.bilibili.com/video/av14627120
中国交通事故合集20170918：每天10分钟最新的国内车祸实例，助你提高安全意识。,66917,437,11:23,110,2017-09-19 11:43:44,//i1.hdslb.com/bfs/archive/952397325140f6b877c97a52d414a976a176a9e2.jpg,https://www.bilibili.com/video/av14600827
中国交通事故合集20170917：每天10分钟最新的国内车祸实例，助你提高安全意识。,67875,541,10:43,75,2017-09-18 11:28:17,//i2.hdslb.com/bfs/archive/4319dfdc7402361ccc24f94695baf59024c095d7.jpg,https://www.bilibili.com/video/av14573541
中国交通事故合集20170916：每天10分钟最新国内车祸实例，助你提高安全意识。,71954,394,11:01,102,2017-09-17 12:45:49,//i1.hdslb.com/bfs/archive/0f95518ed0836d65a018c2b4078f8bc6bcf6b941.jpg,https://www.bilibili.com/video/av14542274
中国交通事故合集20170915：每天10分钟最新的国内车祸实例，助你提高安全意识。,72626,435,10:14,131,2017-09-16 12:09:05,//i2.hdslb.com/bfs/archive/4ee893b43acbfb359c4dffc3955d2c5170f0c478.jpg,https://www.bilibili.com/video/av14504431
中国交通事故合集20170914：每天10分钟最新的国内车祸实例，助你提高安全意识。,70558,584,11:40,75,2017-09-15 13:24:55,//i0.hdslb.com/bfs/archive/8f103d57aa4cec22433c021d54f3057ab723feeb.jpg,https://www.bilibili.com/video/av14474248
中国交通事故合集20170913：每天10分钟最新的国内车祸实例，助你提高安全意识。,78826,838,11:24,123,2017-09-14 12:11:36,//i0.hdslb.com/bfs/archive/43aa4812c07897d0e29e6745480a0d18d88414c3.jpg,https://www.bilibili.com/video/av14448459
中国交通事故合集20170912：每天10分钟最新的国内车祸实例，助你提高安全意识。,71090,527,11:40,154,2017-09-13 11:46:13,//i1.hdslb.com/bfs/archive/5a2887e0a0dcecb055befe3197a1a6acd610c8ef.jpg,https://www.bilibili.com/video/av14421144
中国交通事故合集20170911：每天10分钟最新的国内车祸实例，助你提高安全意识。,71343,479,11:24,132,2017-09-12 12:16:05,//i1.hdslb.com/bfs/archive/8e674b72c0dc2ae925f401ed4d6b5696ce37dc09.jpg,https://www.bilibili.com/video/av14394925
中国交通事故合集20170910：每天10分钟最新的国内车祸实例，助你提高安全意识。,75242,316,11:44,199,2017-09-11 12:40:14,//i1.hdslb.com/bfs/archive/7adcd81645b9bcb87c4461731178f8d9672dae69.jpg,https://www.bilibili.com/video/av14368793
中国交通事故合集20170909：每天10分钟最新的国内车祸实例，助你提高安全意识。,74688,384,10:55,94,2017-09-10 11:17:39,//i1.hdslb.com/bfs/archive/68664c95547d40fb30059756675f334012f4e249.jpg,https://www.bilibili.com/video/av14333740
中国交通事故合集20170908：每天10分钟最新的国内车祸实例，助你提高安全意识。,76336,399,12:37,133,2017-09-09 12:01:55,//i1.hdslb.com/bfs/archive/d42e82a968fc63f11491cb07aa63c3e75a81b770.jpg,https://www.bilibili.com/video/av14298764
中国交通事故合集20180202：每天10分钟最新国内车祸实例，助你提高安全意识。,89077,791,11:15,126,2018-02-03 11:38:31,//i2.hdslb.com/bfs/archive/2f4bcf9653e903d9eefad17c481a35682e34d39a.jpg,https://www.bilibili.com/video/av19075586
中国交通事故20181215：每天最新的车祸实例，助你提高安全意识。,85554,368,08:52,191,2018-12-16 06:51:24,//i2.hdslb.com/bfs/archive/0c9ddc62344ca81faaf4ae8e4b8f7261179061d2.jpg,https://www.bilibili.com/video/av38244760
中国交通事故合集20170907：每天10分钟最新的国内车祸实例，助你提高安全意识。,68390,404,10:31,93,2017-09-08 11:38:26,//i0.hdslb.com/bfs/archive/df046ca0acfa8526050c1f948796ac3ca17acbb0.jpg,https://www.bilibili.com/video/av14267422
中国交通事故合集20180201：每天10分钟最新的国内车祸实例，助你提高安全意识。,116307,3304,11:08,380,2018-02-02 11:41:52,//i1.hdslb.com/bfs/archive/7981197b232c30fb760d5b9a30bc29bd764fa4ef.jpg,https://www.bilibili.com/video/av19033053
中国交通事故合集20171109：每天10分钟最新的国内车祸实例，助你提高安全意识。,239840,1764,11:01,271,2017-11-10 18:37:17,//i2.hdslb.com/bfs/archive/3876ea0c7e14afef9e8ec8f17f1c056652f81764.jpg,https://www.bilibili.com/video/av16189812
中国交通事故20181214：每天最新的车祸实例，助你提高安全意识。,96997,363,09:09,218,2018-12-15 15:00:53,//i1.hdslb.com/bfs/archive/d84044ddd193ad3170ac3d8a0f916ae495729de9.jpg,https://www.bilibili.com/video/av38173571
交通事故合集20180504：每天10分钟国内车祸实例，助你提高安全意识。,75083,658,11:30,148,2018-05-05 10:44:28,//i0.hdslb.com/bfs/archive/a68b321a70ee700d300d0746e8acc282c8dd5a3c.jpg,https://www.bilibili.com/video/av23000241
中国交通事故合集20170316：每天10分钟最新的国内事故实例，助你提高安全意识。,64344,368,11:21,62,2017-03-17 15:43:22,//i0.hdslb.com/bfs/archive/8e9c50635111d9736f9633bd72d6220a5a7dfacd.jpg,https://www.bilibili.com/video/av9211002
中国交通事故20190316：每天最新的车祸实例，助你提高安全意识,159842,569,08:12,378,2019-03-17 11:55:25,//i0.hdslb.com/bfs/archive/403f9725ddde0c9cac250827242516f747f86461.jpg,https://www.bilibili.com/video/av46497075
"中国路怒合集2019（四） : 打赢坐牢, 打输住院!",161076,794,07:01,426,2019-03-16 09:20:52,//i1.hdslb.com/bfs/archive/c680a7d3dec91231965db0646c581baee69a557f.jpg,https://www.bilibili.com/video/av46366987
中国交通事故20190314：每天最新的车祸实例，助你提高安全意识,164030,894,09:23,496,2019-03-15 12:10:30,//i1.hdslb.com/bfs/archive/19591908bcaffde309de76d56480071cf249d65d.jpg,https://www.bilibili.com/video/av46294660
中国交通事故20190313：每天最新的车祸实例，助你提高安全意识,145749,602,08:53,247,2019-03-14 10:30:05,//i0.hdslb.com/bfs/archive/21deefe0f4c1856d50b55527f488792a29fcdaf0.jpg,https://www.bilibili.com/video/av46198865
中国交通事故20190312：每天最新的车祸实例，助你提高安全意识,127958,572,09:08,178,2019-03-13 09:35:54,//i1.hdslb.com/bfs/archive/81de3a04fb90200408d097775e1d5bafc5929c66.jpg,https://www.bilibili.com/video/av46109602
秒出警真人GTA系列(二),258307,520,05:12,1327,2019-02-15 09:50:06,//i0.hdslb.com/bfs/archive/8f6cf48dea348387901464f0084e32cdfee4c658.jpg,https://www.bilibili.com/video/av43587769
中国交通事故合集20171108：每天10分钟最新的国内车祸实例，助你提高安全意识。,107339,446,10:56,175,2017-11-09 12:02:29,//i0.hdslb.com/bfs/archive/f85402ca51bcaae888dd86473e740e43c710830c.jpg,https://www.bilibili.com/video/av16155229
中国交通事故20181213：每天最新的车祸实例，助你提高安全意识。,77585,313,09:49,164,2018-12-14 10:00:06,//i0.hdslb.com/bfs/archive/18b1ce1576a3dd9038ca969c1469981700977233.jpg,https://www.bilibili.com/video/av38089939
交通事故合集20180503：每天10分钟国内车祸实例，助你提高安全意识。,76351,398,10:56,95,2018-05-04 11:15:00,//i2.hdslb.com/bfs/archive/7fb11874b9e8d85d40307bcf4ec87d907d715771.jpg,https://www.bilibili.com/video/av22952278
交通事故合集20180404：每天10分钟国内车祸实例，助你提高安全意识。,81352,435,10:59,121,2018-04-05 10:57:29,//i2.hdslb.com/bfs/archive/44364bdada731efee528e0cfc9377fe578d6bd1f.jpg,https://www.bilibili.com/video/av21664684
交通事故合集20180307：每天10分钟最新国内车祸实例，助你提高安全意识。,60097,412,11:46,98,2018-03-08 10:41:46,//i0.hdslb.com/bfs/archive/d29980b535d57e79b04ee80d415471f7f9f4cc5a.jpg,https://www.bilibili.com/video/av20503040
秋名山漂移大神狂虐菜鸡，没用对比就没有伤害！,291448,528,04:17,1754,2018-10-21 17:24:13,//i0.hdslb.com/bfs/archive/cc80bdb9aa1dae5d3a5ed1bd6686b5170d4157b6.jpg,https://www.bilibili.com/video/av34318273
交通事故合集20181020：每天10分钟国内车祸实例，助你提高安全意识。,89006,323,09:23,154,2018-10-21 09:30:29,//i0.hdslb.com/bfs/archive/5e6e73f7271153e388610f6407653985dd7573dd.jpg,https://www.bilibili.com/video/av34270924
交通事故合集20180829：每天10分钟国内车祸实例，助你提高安全意识。,78953,436,10:19,117,2018-08-30 09:30:32,//i2.hdslb.com/bfs/archive/c13a8aacae60667b332d60da150a4fc647fa25e1.jpg,https://www.bilibili.com/video/av30662084
交通事故合集20180802plus：每天最新国内车祸实例，助你提高安全意识,67928,484,05:21,94,2018-08-03 17:00:51,//i1.hdslb.com/bfs/archive/9fc8db9d53caaf21538ad24a10eb4bf152e42bc7.jpg,https://www.bilibili.com/video/av28373774
交通事故合集20180802：每天最新国内车祸实例，助你提高安全意识。,71613,475,05:32,88,2018-08-03 08:30:58,//i1.hdslb.com/bfs/archive/9581c79fdc7acee58476237b7a6a694362fd94f6.jpg,https://www.bilibili.com/video/av28373436
中国交通事故合集20170523：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,141671,743,11:18,212,2017-05-24 12:31:19,//i0.hdslb.com/bfs/archive/c68f73899c15cf739e80b76f5d14615826a86e20.jpg,https://www.bilibili.com/video/av10788369
中国交通事故20190311：每天最新的车祸实例，助你提高安全意识,131397,552,08:05,204,2019-03-12 11:25:14,//i1.hdslb.com/bfs/archive/77f4f4ff420ef03ecaa82c4d7aa8ff3e4c3e2890.jpg,https://www.bilibili.com/video/av46035559
中国交通事故合集20170630：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,94796,549,11:39,100,2017-07-01 15:24:09,//i2.hdslb.com/bfs/archive/cbc45bf9011eea2b504418a413934c396e75e509.jpg,https://www.bilibili.com/video/av11779699
中国交通事故20190110：每天最新的车祸实例，助你提高安全意识,115711,649,08:59,165,2019-01-11 11:45:40,//i0.hdslb.com/bfs/archive/e35f6edbef0e6ddb2443d37f62c6686d9552966e.jpg,https://www.bilibili.com/video/av40422143
中国交通事故20190213：每天最新的车祸实例，助你提高安全意识,169037,524,09:59,274,2019-02-14 09:30:42,//i1.hdslb.com/bfs/archive/b8a92950a8a43ce7604c7cc94095087c7c8b1b96.jpg,https://www.bilibili.com/video/av43485307
交通事故合集20180709：每天10分钟国内车祸实例，助你提高安全意识。,72073,607,10:16,120,2018-07-10 10:12:53,//i2.hdslb.com/bfs/archive/a8f4508ca829f778ea2774cf27269d625748bf10.jpg,https://www.bilibili.com/video/av26520355
中国交通事故合集20170109：每天10分钟最新的国内外事故实例，助你提高安全意识。,68068,329,10:51,122,2017-01-10 08:45:34,//i0.hdslb.com/bfs/archive/3b4bb09e0980f016c9562be97316fceb3ec10de2.jpg,https://www.bilibili.com/video/av7935413
中国交通事故合集20170212：每天10分钟最新的国内外事故实例，助你提高安全意识。,93691,608,10:48,174,2017-02-13 11:09:41,//i1.hdslb.com/bfs/archive/a3845a7f816af3546329ccca338ff500d22b4ac3.jpg,https://www.bilibili.com/video/av8585202
